time_s,SG1_angle_deg,SG1_frequency_Hz,SG1_P_MW,SG1_Q_MVAr,SG1_I_pu,SG1_V_pu,IBR2_angle_deg,IBR2_frequency_Hz,IBR2_P_MW,IBR2_Q_MVAr,IBR2_I_pu,IBR2_V_pu,IBR3_angle_deg,IBR3_frequency_Hz,IBR3_P_MW,IBR3_Q_MVAr,IBR3_I_pu,IBR3_V_pu,IBR6_angle_deg,IBR6_frequency_Hz,IBR6_P_MW,IBR6_Q_MVAr,IBR6_I_pu,IBR6_V_pu,IBR8_angle_deg,IBR8_frequency_Hz,IBR8_P_MW,IBR8_Q_MVAr,IBR8_I_pu,IBR8_V_pu,fault_bus4_V_pu
0.1,11.4627959514172,NaN,0,0,0,1.0445425791936,-3.20732948883582,60,173.396383229381,62.0388757245325,1.75068611167533,1.051933879523,-11.5927509103673,60,36.7240640600987,-10.9846696110529,0.387903863532421,0.988175466286602,-13.2393448514174,60,27.147299575636,-4.96359108205717,0.268226915123599,1.02888029788395,-12.3776050729147,60,14.5931196390835,-1.78120829995871,0.144801171035824,1.01528344589562,1.00573699534984
0.11,11.4995728744668,NaN,0,0,0,1.04753580476146,-3.0063393617473,60.1116611817158,173.526248981285,61.7349964221244,1.74599573408385,1.05487545723679,-11.3154792082832,60.1540398344912,37.3936638179027,-10.7420542967578,0.392380363078421,0.991538220596106,-12.9493858950902,60.1610883090707,27.5871232072984,-5.03813232470668,0.271699214367884,1.03214864202291,-12.071153556556,60.1702508424215,14.9443364312189,-1.55796927987714,0.147427037052008,1.01917040272775,1.00892900582494
0.12,11.6098322736894,NaN,0,0,0,1.0499572048421,-3.21263414955123,60.0370114627604,166.598395911916,61.5000178041253,1.68005271435068,1.05703457383204,-10.755783669478,60.1569021315117,41.1982419673429,-11.4155815165421,0.429806837558048,0.994645950959348,-12.3391106193481,60.177953510786,30.1179811157211,-5.38580478986484,0.295571287131594,1.03513931958403,-11.3958616224628,60.2049113431858,16.730028884455,-1.31912288574905,0.164086889192002,1.02274796216923,1.01206742951972
0.13,11.7934315477338,NaN,0,0,0,1.04373397134592,-3.57468449671848,59.9724191861469,154.703347051364,53.7452334315386,1.55990560363807,1.04989202165333,-10.2032201123215,60.1500776224641,46.0059754670809,-8.94653344701171,0.471662822948545,0.993671602952012,-11.6854370812845,60.1851984548048,33.4318241481795,-3.7223804390713,0.324803587076085,1.03565405711075,-10.6149320437221,60.2289384227812,19.1966400051125,0.145113688278708,0.187332781358568,1.02476397024598,1.00943040648657
0.14,12.0502283719837,NaN,0,0,0,1.03661209514207,-3.70910014415348,59.9264928414055,144.873890826651,45.8703675469685,1.45852958986116,1.04188685719577,-9.68515639098981,60.1377355560535,49.2268155764302,-6.20459511095015,0.500364353000946,0.991603240766352,-11.0154887779582,60.1869950470431,36.0395780900508,-1.85991737742571,0.348522601422691,1.03544329687473,-9.75926908546497,60.2464298873616,21.5555216392876,1.73833529342764,0.210720963428527,1.02626247166105,1.00585961948958
0.15,12.3800806980204,NaN,0,0,0,1.03584797908827,-3.93861744360162,59.8970238258745,136.677120925467,44.1822690181331,1.38022746017841,1.04070455477242,-9.21833912065573,60.1216073719098,52.0434513162771,-6.27287679596811,0.528367183457563,0.992115512339497,-10.3470875538282,60.1843389663624,38.7021843109456,-1.67505061001329,0.373686346163385,1.03665590886371,-8.85130201189909,60.2579962646194,24.290014616865,2.39881492138995,0.237325068481685,1.02847025551175,1.00649559343066
0.16,12.7828467530866,NaN,0,0,0,1.04060451130114,-4.33919064001096,59.8804355094537,128.981654367371,47.5206380146547,1.31487084117262,1.04540447994895,-8.81400583956893,60.1030222286939,55.0065287459212,-8.60094553511109,0.559421876050883,0.995222071083611,-9.69508127887124,60.177886741947,41.7229173481045,-2.88895309101515,0.402387681190639,1.03936619542411,-7.91179307187381,60.2639531465058,27.539042936054,2.26147794320236,0.267891767965532,1.03145170352468,1.01094374018755
0.17,13.2583850395517,NaN,0,0,0,1.04784842171654,-4.78083878475471,59.8742044101331,121.938034123588,53.0407494981932,1.26310336396174,1.052759871084,-8.48015239960733,60.0824519046181,57.7132866588428,-11.7483964652814,0.589208208465741,0.999594513714912,-9.07282248453591,60.1678125882393,44.8135467629666,-4.66534004259841,0.432045659770631,1.04284663565168,-6.96080543985638,60.2643733157261,31.0793679011506,1.77930107937934,0.300829216062452,1.03481501378643,1.01712781363811
0.18,13.8065543343779,NaN,0,0,0,1.05608634425057,-5.2297716916128,59.8763884193901,115.43876149045,59.484244943186,1.22375720632101,1.06118537101957,-8.222987393341,60.0604175433077,60.0541387518132,-15.1315467061161,0.616545762170538,1.00448532898947,-8.49285833567802,60.1543897166817,47.8767527780581,-6.63484226827471,0.461799746155274,1.04665064746138,-6.01790253829711,60.2594616295845,34.8108427682432,1.17106961166361,0.33545686266288,1.03830146342533,1.02399422652333
0.19,14.4272136885873,NaN,0,0,0,1.05910193909116,-5.65801995871082,59.8856958766665,108.018210474551,61.1388959559473,1.16650828513728,1.06403444423138,-8.04654655211738,60.037605146261,62.0280589292139,-16.1967109376659,0.636632028727732,1.00698401199144,-7.96641468759523,60.1380789766976,50.7965802067812,-7.22861420159202,0.489095033821598,1.04904636604823,-5.10154802327135,60.2496242120964,38.5462367109458,1.34643732646463,0.370542059658295,1.04090060403484,1.02729556966736
0.2,15.1202224267297,NaN,0,0,0,1.05904487337004,-6.04105191279154,59.9015085932886,100.800925531684,60.193249392732,1.10380860313213,1.06364010949603,-7.95226812119967,60.0147717598044,63.3363833961887,-15.9966396939288,0.648194566394128,1.00780330566039,-7.5028075612434,60.1194805379423,53.3811485805401,-7.04474319276479,0.512607807531683,1.05039351331901,-4.2284288828795,60.2354419770102,42.1608839038,1.98099028784207,0.404749192158968,1.04280376376512,1.02836150236864
0.2,15.1202224267297,NaN,0,0,0,1.05904487337004,-6.04105191279154,59.9015085932886,100.800925531684,60.193249392732,1.10380860313213,1.06364010949603,-7.95226812119967,60.0147717598044,63.3363833961887,-15.9966396939288,0.648194566394128,1.00780330566039,-7.5028075612434,60.1194805379423,53.3811485805401,-7.04474319276479,0.512607807531683,1.05039351331901,-4.2284288828795,60.2354419770102,42.1608839038,1.98099028784207,0.404749192158968,1.04280376376512,1.02836150236864
0.21,15.8854401463525,NaN,0,0,0,1.05896830526419,-6.35730658315402,59.9227943676211,94.964453413957,59.490943719562,1.05390474077499,1.06328294633541,-7.93851976515449,59.9928662157762,63.8036273072234,-15.8271386674368,0.651978855676323,1.00827449495902,-7.10891941257805,60.0993462113162,55.5247140678397,-6.87122341307711,0.532096408405014,1.05146844083232,-3.4129345534212,60.2176104282445,45.5971517508157,2.61724427896088,0.43727714687259,1.04446812040902,1.02922195473873
0.22,16.7227267174702,NaN,0,0,0,1.05886378658055,-6.59043254004748,59.9476912118825,90.6572254100329,58.8723746557876,1.01694263723909,1.06294825381776,-8.00002518210235,59.9729641081416,63.4305331477834,-15.6072257768493,0.647732008357029,1.0084790492914,-6.78878297721993,60.0785073638827,57.1738984924348,-6.68246279429548,0.546996416541393,1.05234867877177,-2.66689108443235,60.1968581656382,48.7816720406032,3.25064344030681,0.467414709939008,1.04596318654755,1.02990172525909
0.23,17.631942282036,NaN,0,0,0,1.05873985785186,-6.73113681100568,59.9741397486962,87.9369013817872,58.252815297142,0.99263304481078,1.06264068995765,-8.12777974434624,59.9560611350562,62.2628464570176,-15.3066212712102,0.635779716961079,1.0084739331062,-6.54345817315596,60.0577841939306,58.3014234966994,-6.46989585631499,0.55702189228104,1.05308818830651,-1.99948645047058,60.1739221865627,51.6556119770425,3.87312695441578,0.494591020044231,1.04734233924536,1.03042738398591
0.24,18.6129472534141,NaN,0,0,0,1.05860793472163,-6.77720804243736,60.0002651227306,86.7673344283356,57.5910703456315,0.980270126457691,1.06236817282154,-8.30953706871092,59.9429625736301,60.3934341765379,-14.9225695327247,0.616974255593003,1.00830342834427,-6.37116134452804,60.0379362664183,58.9076354629786,-6.23319032236634,0.562162596031666,1.05372527533753,-1.41726230488519,60.1495356720958,54.1755341415939,4.47608936751883,0.518383657039179,1.04864670340887,1.03082331427114
0.25,19.6656023158529,NaN,0,0,0,1.05847595328756,-6.73270242595826,60.0244602197578,87.0288152987994,56.8721201471331,0.978818448383851,1.06213474978007,-8.53057658855473,59.9342376931234,57.9555443460706,-14.466931066877,0.592595087013828,1.0080050942755,-6.26754288606592,60.0196295438384,59.0182856663827,-5.97545615301958,0.562655273511989,1.05428700811652,-0.924166914284958,60.124406211571,56.3128117264853,5.05210223708622,0.538514056528488,1.04990726714954,1.0311098863974
0.26,20.7897684239593,NaN,0,0,0,1.05834667631698,-6.60687977376965,60.0454412536804,88.533319199196,56.0969078981974,0.986962887611847,1.06193867858157,-8.77460763870358,59.9301895012384,55.1126094898981,-13.9591529940901,0.56423387087873,1.0076131683245,-6.22607117873785,60.003410293566,58.6808990508186,-5.70096225700887,0.558945907190137,1.05479220143891,-0.521681367256899,60.0991968701113,58.0525816236411,5.5957122383365,0.554838504564286,1.05114630866997,1.03130345056451
0.27,21.985306802174,NaN,0,0,0,1.05821860758193,-6.41298062696133,60.0622804945465,91.0426106018728,55.2757388170132,1.00312353516962,1.06177338046218,-9.02474937688453,59.9308428664389,52.046208394297,-13.4223575395042,0.533669765995739,1.00716060014762,-6.23849525311855,59.9896874428891,57.9602959733574,-5.41430003287534,0.551645777726718,1.05525383509374,-0.209007053661797,60.074511081886,59.3924499190627,6.10359220159764,0.567336196201637,1.05237865952774,1.03141747774039
0.28,23.2520789442481,NaN,0,0,0,1.05808804200952,-6.16692703232794,60.0744159469165,94.287588011613,54.4236969757856,1.02547339030845,1.0616296493182,-9.26451916125609,59.9359516977991,48.9434215259928,-12.8810046782535,0.502742308370046,1.00668006795283,-6.29535518907022,59.9787237038044,56.9336487235918,-5.12027225070348,0.541483841109645,1.05568114958691,0.0166992950266894,60.050881334052,60.3410578629116,6.57430187065007,0.576095257387608,1.05361298187758,1.03146413427573
0.29,24.5899466127202,NaN,0,0,0,1.05795120279019,-5.88602738324391,60.0816394136857,97.9874999217305,53.5574074382903,1.05199362404013,1.06149799778767,-9.47876317810511,59.9450238483959,45.9846135176913,-12.3592730380794,0.473229619292348,1.00620402997393,-6.3865093059436,59.9706351201548,55.6853745144384,-4.8240195009624,0.529257855009458,1.05608137180194,0.160056223701293,60.0287614041005,60.9165604782055,7.00787677474093,0.58129737335973,1.05485304923403,1.03145566826188
0.3,25.9987718383948,NaN,0,0,0,1.05780580562347,-5.58775819088728,60.0840656931791,101.867853558104,52.69285215928,1.08057586462785,1.06137044626647,-9.65447045790682,59.9573609961587,43.3325005995096,-11.8797201186155,0.446739348248593,1.00576386860961,-6.50164922706855,59.965398256998,54.3021296635873,-4.53108547817888,0.515786632311462,1.05646094823315,0.227166078390567,60.0085218485046,61.1450459653075,7.40540678165716,0.583201563238892,1.05609894829219,1.03140518984223
