time_s,SG1_angle_deg,SG1_frequency_Hz,SG1_P_MW,SG1_Q_MVAr,SG1_I_pu,SG1_V_pu,IBR2_angle_deg,IBR2_frequency_Hz,IBR2_P_MW,IBR2_Q_MVAr,IBR2_I_pu,IBR2_V_pu,IBR3_angle_deg,IBR3_frequency_Hz,IBR3_P_MW,IBR3_Q_MVAr,IBR3_I_pu,IBR3_V_pu,IBR6_angle_deg,IBR6_frequency_Hz,IBR6_P_MW,IBR6_Q_MVAr,IBR6_I_pu,IBR6_V_pu,IBR8_angle_deg,IBR8_frequency_Hz,IBR8_P_MW,IBR8_Q_MVAr,IBR8_I_pu,IBR8_V_pu,fault_bus4_V_pu
0.1,11.4627959514172,60,166.473202040542,294.730487162057,3.60559004692106,0.938808258028725,-3.20732948883582,60,-18.0092197944046,169.215224404738,2.1,0.810337464596976,-11.5927509103673,-3469.57510461797,4.69149572025464e-27,-7.64193201979499e-26,1.2464030009568e-27,0.614273181745553,-13.2393448514174,-4752.53517643952,0,0,0,0.575720539562902,-12.3776050729147,-5370.64750499644,0,0,0,0.519481366966859,0.492443973721803
0.11,11.470161971075,60.0040922331432,178.73400864348,292.334362893538,3.69334060770925,0.927735878757126,-3.15630408004896,60.028347449326,-11.1284601109496,167.082929313737,2.1,0.797395816558699,-1.85652133749508,3594.98412104771,-9.89353443778557,-1.27166762304918,0.167802899048255,0.594443047990113,0.292939149624508,4880.05311199479,-7.21634574147802,-0.71115287710313,0.130538682229116,0.555490688508869,3.35884749618604,5499.38997863114,-5.93206873126376,-0.213643855519844,0.11846965798351,0.501049364411649,0.478971853338193
0.12,11.4913798482491,60.007702682209,178.051627994509,286.713883526775,3.66018911278692,0.9220874830413,-2.95735630764505,60.0812793691203,-11.8111465113226,166.194488331141,2.1,0.7933983728779,-1.75356304446094,3620.99486645938,-9.8234064697933,-0.432682912157287,0.165842825432168,0.592906616735236,0.411469697289601,4916.86088221742,-7.25166238136151,-0.295178861248774,0.130885977780596,0.554503060191628,3.45821772907204,5543.43999387014,-5.98325647449877,0.0685615284189973,0.119433926390131,0.501000801217521,0.477054453509769
0.13,11.5256236901409,60.0113444841701,176.051205824067,282.779934317278,3.62849964993077,0.918022316801149,-2.58072787894573,60.1270415402507,-10.7990723687852,165.701149181677,2.1,0.790727022798641,-1.52628663626856,3648.31424218176,-9.79433596222823,-0.0276560070960217,0.165565743590012,0.591570139785166,0.637337095947933,4956.11647398453,-7.29550988261704,-0.0810706043651702,0.131831391677315,0.553431183594969,3.67362248895078,5591.33708385306,-6.04106537664715,0.223056573862365,0.120777503057484,0.50052218523544,0.475611347881773
0.14,11.573456070154,60.015273117049,172.251079342571,283.863986957127,3.63609022077021,0.913173011674359,-2.05207195984788,60.1658031239252,-8.85023228959342,158.153338606951,2.01936253842979,0.784409786425025,-1.09893948378769,3675.86283775896,-9.71951469293334,0.346962657293706,0.165504418413228,0.587640237600865,1.03560286674254,4995.85799075007,-7.30914468404223,0.110194177909189,0.132833851223388,0.550309670662912,4.07397427125981,5639.93301094246,-6.0701829208854,0.365147948775572,0.122092722826284,0.498076829048629,0.472345707172033
0.15,11.6361669877639,60.0196236671175,167.316996459757,288.250019795747,3.67197172407253,0.907662874005453,-1.39611545972359,60.1977775528872,-6.3331361588484,145.942794752151,1.88374967267333,0.775475342335654,-0.525614218013989,3703.85092762507,-9.6285465209205,0.683298210241059,0.1659088364928,0.581811174298728,1.55930560365314,5036.28592950819,-7.30616504526044,0.287714241833781,0.133988265771117,0.545706584980462,4.60728495651224,5689.42106027806,-6.08164994591206,0.500408969717223,0.123470736382246,0.494222571805628,0.467753920255813
0.16,11.7153846273984,60.0244462516812,162.142454485491,291.486132355346,3.69234117221816,0.903351270290677,-0.637163638739842,60.2230176398323,-2.97063180381958,136.594680472205,1.77719845377699,0.7687772780514,0.079355895698688,3732.28639253029,-9.56629660433091,0.980510444269155,0.166511286535257,0.577523295158492,2.11262293554494,5077.36874412602,-7.31996660525265,0.444185571965684,0.135221127417095,0.542328795468658,5.17086615975498,5739.75094391625,-6.10626888625956,0.62131052056255,0.124884984961266,0.491475940897744,0.464319174131111
0.17,11.8128427771831,60.0297586006132,156.846703201307,293.84926118911,3.70108769117086,0.899975952520691,0.20054171924541,60.2415436452795,0.973165130163225,129.420744906394,1.69444216983802,0.763817178082897,0.710271978933821,3761.09704022519,-9.52436085727467,1.2518703612625,0.16722850412118,0.574440390033573,2.69140752931374,5119.01070396801,-7.34587143790445,0.586415963793919,0.136489411484494,0.539913007219574,5.76061609426667,5790.80188235317,-6.1404642208446,0.732474481397015,0.126306795127303,0.489601296577439,0.461787235533538
0.18,11.930317702756,60.0355666511953,151.543447744057,295.563103454129,3.70155454703524,0.897323018015667,1.09318463071651,60.2535803000186,5.27314586679441,123.885028988082,1.63115439271423,0.760180667442484,1.36093104306251,3790.2290369026,-9.496723543763,1.50561456658868,0.168018442105787,0.572278442658694,3.29077160009981,5161.14050481832,-7.38038207368456,0.718801103076388,0.137770552663034,0.538235681485455,6.37160124220854,5842.48298790868,-6.1814230406994,0.836974856957033,0.127720474706955,0.488396992126784,0.45994536231271
0.19,12.0695872140817,60.0418653753928,146.342287959113,296.805294987432,3.69654690607961,0.895219583855416,2.01813111236946,60.2595542451703,9.73311162539532,119.570373038451,1.58365021871242,0.757527505777592,2.0248329479191,3819.64240721321,-9.47877513048184,1.74706815870521,0.16885776131462,0.570801999922025,3.90535741227235,5203.7055835771,-7.4207397015894,0.844282078147372,0.13905171454202,0.537110504594785,6.99831448796751,5894.7271268416,-6.22704314267082,0.936472308517214,0.129119891538822,0.487691434622188,0.458617986016799
0.2,12.2323922611655,60.0486393910254,141.347333712152,297.71263761739,3.68833458146851,0.893528402080679,2.95457308330646,60.2600473262653,14.1814903772697,116.155067346307,1.54870339390683,0.755584198930979,2.69541500037019,3849.30845914978,-9.46697830067047,1.97975034416845,0.169733444309189,0.569820973955709,4.5296213751734,5246.66835292254,-7.46478085577832,0.964865868377816,0.140325416288101,0.536387490506871,7.63507571433554,5947.48637213999,-6.27552987778386,1.03244030338885,0.130499933393244,0.487348186131199,0.457664166919554
0.2,12.2323922611655,60.0486393910254,175.731501668681,113.067453428443,2.14227894031702,0.975426927302663,2.95457308330646,60.2600473262653,59.203677602743,-48.2295569913094,0.846210549126957,0.902400345370088,2.69541500037019,9527.32941545969,-13.7663776875581,4.10020972315413,0.169733444309189,0.846268879455883,4.5296213751734,14262.3156410458,-12.230789532479,3.03282462345064,0.140325416288101,0.897998394608654,7.63507571433554,16964.3560471898,-11.1711604237409,3.35938978492387,0.130499933393244,0.893896792235588,0.866812103479662
0.21,12.4145425124924,60.0525551930451,171.209007260611,89.2431196333401,1.94665462298768,0.991815171984368,3.83447220147628,60.2287855171624,76.6642991513809,-15.8839200038401,0.838149275849732,0.9341115033753,-20.0721831982921,-9419.97808112563,-16.1281725808958,3.97814736599475,0.190805856148049,0.870599611175331,-28.1423722279387,-14160.4667486031,-13.4125048843401,-0.140722375852741,0.147114858561279,0.911753117003839,-32.0421247865203,-16866.398936357,-12.0211320194682,-1.41856525759783,0.134840563994436,0.897692939280067,0.888540592090871
0.22,12.6114256155701,60.0568243086648,168.106391362021,63.1749666508972,1.78228961418785,1.0076093917811,4.53913671856676,60.1626947701101,91.5033145082609,2.46364324851989,0.949855420013147,0.963688496633451,2.77861414426891,9552.67296853948,-14.6863271618898,4.06628105313755,0.169293694569779,0.900143375650461,4.44406389480028,14298.5703242298,-12.9900244443734,2.90600590467092,0.140185070469557,0.949538228345547,7.41327075364648,17008.3186005512,-11.8915566515985,3.23581497333491,0.130352814021142,0.945429909000908,0.918905874737184
0.23,12.8240409577482,60.0612953258786,166.768337971395,50.8225480419163,1.71439463873683,1.01692163553127,4.99183044952396,60.0888017470884,101.182397258147,23.5804522937071,1.05925129264843,0.980822678818438,-18.9409554008827,-9444.7393960646,-16.8986769510704,4.3127710483503,0.19114846185176,0.91239733758895,-26.7964648936366,-14195.9261735568,-14.0233702564908,0.0708366191875233,0.147189144231511,0.952757028244651,-30.4527604004251,-16909.3552845258,-12.6074117097118,-1.23802587045539,0.134834075526167,0.939528959303883,0.928982657671957
0.24,13.0527538603438,60.0657673977856,167.900796836856,34.5867237295639,1.66963602576597,1.02672756362545,5.17554973212308,60.0132645210223,106.888543336232,33.4879198204167,1.122144317288,0.998192579863164,2.87641543490259,9576.86015764068,-15.1854671669883,4.07753847925974,0.168950797596099,0.930648564965034,4.47314374060045,14333.2981783552,-13.4079271479173,2.8501552813281,0.14002723354518,0.978917602577252,7.37389218085898,17050.3700915183,-12.2866789488389,3.17674431154864,0.130188011257107,0.974798861086334,0.948487335254818
0.25,13.2971340693231,60.0699993849806,171.657324758444,28.9263895634295,1.68711134065599,1.03180796441531,5.09321271636753,59.9409926924469,108.284269899795,47.8645872528526,1.17602498458907,1.00670742200616,-18.5373664701246,-9468.7567031435,-17.3250883821967,4.41379097925914,0.191102986806882,0.93554191090974,-26.2504664176371,-14230.3668506654,-14.3508931719289,0.153343298666567,0.147107715631005,0.975592092158876,-29.7940601996912,-16951.018953952,-12.918221046755,-1.16072685692502,0.134722269415121,0.962740832629112,0.951533995688372
0.26,13.5559038302495,60.0737615933118,177.652444352115,17.0742846291653,1.71842764083009,1.03857191275733,4.7634650801953,59.8758141763463,106.585234042343,53.8979957729341,1.17322805646983,1.018027779637,2.58042357627606,9600.4888087252,-15.4475782892945,4.12769491402522,0.168605278400338,0.948341882903825,4.18294882507308,14367.274303579,-13.6371179256168,2.8407235717959,0.139840914372302,0.996121139125924,7.04107151740701,17091.4829160191,-12.5031697811469,3.15854512552618,0.130002144407449,0.991980194767789,0.965715360357879
0.27,13.8269879648309,60.0768407036778,185.935089857363,13.6346926536632,1.78955112891555,1.04179386244873,4.21670067741604,59.8204278221096,102.131949986693,66.4215780010982,1.1909791985174,1.02294709745503,-18.7984029219004,-9492.36593455755,-17.5878574070459,4.39322851201039,0.19081955537947,0.950020175154648,-26.3796670109514,-14264.2535345991,-14.545392621908,0.170878373263395,0.146938356240191,0.989965907729513,-29.8705491654867,-16991.989371954,-13.100375527268,-1.1357758902372,0.134551285450164,0.977286693286197,0.965763315561823
0.28,14.1075996018364,60.0790546502142,195.804776604547,2.6149584983406,1.86951497233475,1.04744941877315,3.4910815505997,59.7764504407702,95.8023924958241,72.0348076819297,1.16120352347236,1.03222979953234,1.81566658386798,9623.81819539433,-15.6127051950995,4.19782888999135,0.168216303201733,0.961095858185489,3.47042146758359,14400.8369170879,-13.7912304277942,2.85252309220853,0.139630398539718,1.00860152440888,6.29079758425153,17132.0790090387,-12.6493571757331,3.15850913737649,0.129801097531708,1.00443915813856,0.97816121767428
0.29,14.3943677781911,60.0802610033162,207.132046813169,-0.385674651727583,1.97276280289578,1.04996102707864,2.62903769668992,59.7446363070577,87.940112965505,84.7705675438069,1.17913535154662,1.03589004035965,-19.5550728012283,-9515.69082838705,-17.788914965226,4.32077289866213,0.190390552802838,0.961504371202066,-26.9949432933882,-14297.7621197388,-14.6914298825499,0.161374372593752,0.146720093858495,1.00138404753205,-30.456979058307,-17032.4944405112,-13.2363118563992,-1.13203263878378,0.134349910862442,0.988808402848634,0.977102920283587
0.3,14.6834904887226,60.0803627247568,219.093200629902,-8.53436443644308,2.08001220982451,1.05412533956963,1.67492789017682,59.7253026893239,78.209884288488,87.4843641478392,1.12615463300944,1.04201428469495,0.732419752410498,9646.96165758368,-15.6994546236309,4.28459327619584,0.16777212065798,0.969983396669294,2.46723173171753,14434.1299947533,-13.8858781033328,2.88195729537334,0.139393278733834,1.01739441048019,5.2550746202148,17172.3344703338,-12.7401962451871,3.17350753006271,0.129583438554473,1.01320812218619,0.986868566420313
